airline_sentiment,text
positive,@SouthwestAir has the smoooothest flight attendants. #SouthwestSmoothie http://t.co/Vr9k180LaI
positive,@SouthwestAir Leave BUR ten minutes Late Flight and arrive in SJC a minute before we were supposed to... Impressed! #gettingbetter 👍
positive,@JetBlue Thanks. Used phone instead of computer and it worked!! Thx again!
positive,"@SouthwestAir thanks, already subscribe and have a RR Account. Had received a promo code last month but has since expired. Any new offers?"
positive,@JetBlue toss this ticket...it's great PR and I'm sure every college student following me will be willing to rock out wit too 👀👀
positive,@united Got me home amid snow &amp; Cancelled Flightlations; delivered bag w/o hassle; plus no wait on phone &amp; an upgrade. Thank you!
positive,@VirginAmerica thanks for taking care of @SuuperG on her flight!! #rockstars #travel
positive,@AmericanAir thanks for the update
positive,"@AmericanAir Yay, thanks! Appreciate the help, I know it's NUTS right now with the cold and ice!"
positive,@united you guys are awesome! Thanks!
positive,"@JetBlue be flying soon to NYC on your airline, of all airlines I've flown you're still #1 to me 😊😊😊✈️✈️✈️"
positive,@united Thanks for taking care of that MR!! Happy customer.
positive,"@VirginAmerica - amazing customer  service, again! 💕💕 RaeAnn in SF - she's the best! #customerservice #virginamerica #flying"
positive,@SouthwestAir The pilots&amp; crew on flt 3999 and customer service professionals at baggage claim are OUTSTANDING!! Thank you!!
positive,"@JetBlue thx, social media person!"
positive,@AmericanAir Kudos to the captain and crew for handling fustrated people while dealing with the preventable issues and shortcomings by maint
positive,@southwestair your attendants at the ATL airport are awesome! Very helpful with all the Cancelled Flightlations this morning.
positive,"@SouthwestAir I love and appreciate the fact that you guys rarely Cancelled Flight flights and are on time, but I need a Cancelled Flightlation this time. 🙏"
positive,@JetBlue great flight on a brand new jet. Great seating. Beautiful plane. Big fan of this airline.
positive,"@JetBlue you don't need to cut services, charge more and give a better flying experience. That's why I use jet blue in the first place"
positive,@SouthwestAir  Mad love http://t.co/4ojrSDWPkK NYC-
positive,@USAirways No Problem - he was the only person in the airport who would help :)
positive,@JetBlue you all are the best #flyfi # ondemand #leatherseats #hipunis #legroom
positive,"@SouthwestAir Thanks so much. Appreciate your kindness in adjusting our reservation. Even during snowstorms, I still prefer Southwest. 👍"
positive,@SouthwestAir thanks for the quick response. Should I call daily it wait the 5 days.
positive,"@united thx off the response, finally got through the 45 min wait and talked to someone."
positive,@united thank you thank you thank you for contacting me. Thank you for the offer of a $1000 travel certificate #unitedairlines
positive,@SouthwestAir Congratulations!
positive,@united I think this is the best first class I have ever gotten!!  Denver to LAX and it's wonderful!!!
positive,@united would love help getting there today. In #EWR now. Will take any airline and connections. Thx
positive,"@SouthwestAir its all good. flight eventually took off, and landed safely. oh, and I got the free cup o wine. thx"
positive,"@JetBlue ah no the staff was perfect this morning at JFK, more sleep for me!! :)"
positive,"@SouthwestAir really appreciate the follow up, I always fly with y'all for a reason!"
positive,"@SouthwestAir 2/22-MDW 2 SAN flt 1687 attendant Melissa was awesome! Fast, smiling, great. After weather Cancelled Flight day b4, it was welcome"
positive,@USAirways still not in the air for deicing of plane. I'll miss connect but customer service was helpful.I'm hoping to catch the next flight
positive,@SouthwestAir love..luv the addition of the passbook option.
positive,@VirginAmerica @JezzieGoldz would have been a rough trip but LUCKILY we were on a #virginamerica flight. #weather
positive,"@AmericanAir Thank you, you too!"
positive,@AmericanAir thanks. They did not charge anything in the end so all is good.
positive,@SouthwestAir Weather keeps slowing us down. Not your fault. This is the 1st time a Southwest flight of mine was Late Flight so I can't complain :)
positive,@united received my bag. I appreciate taking care of the matter and following up!
positive,@SouthwestAir /I really love your customer service Lou Ann in Phx rocks. Thanks SW. #be Ourguest
positive,@SouthwestAir Already signed up!  Thanks!  Looking forward to trying the Southwest experience.
positive,@USAirways finally rectified my flight situation! Thanks again
positive,@united No problem just follow me back so I can! Thank you!
positive,"@JetBlue flight from JFK-SFO was pure awesomeness. Mint Class and Tim our attendant was the best! Other airlines, take notes!"
positive,@united another awesome new plane flight 1584 and extremely nice Captain Steve Connolly.
positive,@AmericanAir No worries at all. Y’all have a good one!!
positive,@JetBlue this makes me happy. I hope these aren't empty promises.
positive,@united The DEN b44 agent (9:30am) was amazing. The MPAgent at check in? She sucks. @seanMFmadden @PeterStraubMMA @jmercadoMMA @TonySimsMMA
positive,"@SouthwestAir thank you for integrating with Passbook on iOS, it all works so much better now!!!"
positive,@JetBlue Thank you so much!  I wasn't sure since in know the limit is 4 ozs. Excited to fly with JetBlue!
positive,"@SouthwestAir thanks for the b day concert I watched them all (and noticed the fist bump/high five at the end of the ""rock"" version)"
positive,@SouthwestAir you guys are so amazing for sending people to meet Imagine Dragons #DestinationDragons 😋
positive,"@USAirways woohoo! He still has 1 more flight but so happy to hear they're in the air, just about cried! (Must be the preggo hormones!) thx!"
positive,@united thanks for the help. Wish the phone reps could be so accomidating
positive,@SouthwestAir I (heart) my CP status. Sure would be nice to have though.
positive,@USAirways provided the best service for me today! Thank you so much :)
positive,@USAirways we are boarding now but have yet to depart.  Thanks for the response.
positive,"@AmericanAir @maryella_green despite the inconvenience, the situation was handled quickly and we appreciate it very much!"
positive,"@AmericanAir yes, it says it should be deliver within 6 hours after pick up line."
positive,@JetBlue @EllaHenderson omg!  Wish I had a flight today!  Haha there's always next time!  Have fun at #LFT5
positive,@SouthwestAir Thanks.
positive,@united. You guys made my day. Treated me well. Thank you!!!
positive,@SouthwestAir thank you!
positive,@USAirways nice touch with using my first name.  Very intimate.  I'll be filing a claim soon to be reimbursed. Have a us airways day!
positive,@AmericanAir Delaney and Shawn at DFW showed exceptional customer service today. Will happily choose AA whenever possible now! Thank you!
positive,@SouthwestAir One heck of an airline http://t.co/CyoOnZfTdC
positive,@SouthwestAir no worries. You're doing the best u can. Already Cancelled Flighted my biz trip. Still $LUV you! -RR 1079871763
positive,@united The only thing you fella have done right today is get me to the pacific time zone.
positive,@united thank you!
positive,@united can't wait!!! 787!!! @tpallini http://t.co/oDlall5eDH
positive,@SouthwestAir Thank u Thank u Thank u for coming through for us! I sincerely didn't think it would happen. &lt;3 #SWA #THANKYOU
positive,@VirginAmerica How about some free drinks on the flight back for the free promo?
positive,"@united @perfectomobile I have to admit that not only the app is good but have lots of useful func (such the ""live"" seat map). Congrats"
positive,"@USAirways @landonschott he's fine, he really likes picking his own seat...."
positive,@JetBlue Thanks! Her flight leaves at 2 but she's arriving to the airport early. Wedding is in VT in Sept. Grateful you fly to BTV!! :)
positive,@SouthwestAir telling my Fam in Vegas now. :)
positive,@JetBlue #Bluemanity @AirlineAdviser loves this. Have a great time flying this
positive,@AmericanAir ...have you seen Blue? Go look it up :)
positive,"@JetBlue also. Emergency exit seats. 6'2"" and that's a huge win."
positive,"@SouthwestAir Once again, I was able to change my flight without any fees... oh and the two free checked bags.  Best airline ever."
positive,"@SouthwestAir nvm, gate said they're holding connections. Thanks for quick response!"
positive,@USAirways thank you
positive,"@VirginAmerica thank goodness!! Also, see you friday, nwk&gt;sf.. BOOM!"
positive,@AmericanAir thank you for the confirmation.
positive,@JetBlue you guys rock!
positive,@VirginAmerica awesome. I flew yall Sat morning. Any way we can correct my bill ?
positive,@JetBlue's flight Flight Booking Problems experience is pretty great!
positive,@united -today the staff @ MSP took customer service to a new level. My father passed away last night &amp; you helped me get home today! Thanks
positive,@AmericanAir Flight 236 was great. Fantastic cabin crew. A+ landing. #thankyou #JFK http://t.co/dRW08djHAI
positive,@united Thanks!
positive,@AmericanAir great customer service thanks
positive,"@VirginAmerica @freddieawards Done and done! Best airline around, hands down!"
positive,"@united I may not hit any new status this year, but I’ve flown several times this year and have tried to book with y’all every time!"
positive,@JetBlue Thanks for the quick reply! Just wanted to make sure it wasn't just my account :)
positive,@united he has no priority and Iove it
positive,@united I trust you enough to put my coat in my checked bag!
positive,@AmericanAir Kudos to ticket agents for #2224 for making passengers check bags that are too big to fit in overhead.
positive,@JetBlue #flyfi thank you! Seattle and #UDUB here we come! @cameron__roe http://t.co/kbHYM5GkAP
positive,@SouthwestAir @JohnWayneAir Thank you both very much!!
positive,@AmericanAir Joanna did a WONDERFUL job!  Thank her for me?
positive,@SouthwestAir  I look forward to those direct flights to California to see my family more often. Thank you @MichaelBColeman #byebyeusairline
positive,@USAirways flying high thanks!
positive,@VirginAmerica Thanks for the lovely soft views! #travel #SAN to #SFO http://t.co/CnctL7G1ef
positive,@JetBlue nothing but praise for you helping our lady make her flight to CHS tonight!  #impressed
positive,@SouthwestAir @karajusto OK we will! Thank you!!!
positive,@USAirways ok thanks
positive,@VirginAmerica Like http://t.co/VPqEm31XUQ
positive,@SouthwestAir has some of the best airfare prices! Gotta LUV them :)
positive,"@JetBlue no, but we're on the flight leaving from Boston to Seattle right now. :) flight 597"
positive,@USAirways yes I did thank you! They did a great job turning the flight in jan !
positive,@SouthwestAir just got a call apologizing personally for the long waits last week trying to rebook flights. Class act. I appreciate that!
positive,"@united hey awesome!  Thanks for the reply, will be filling the form out! @AmericanAir"
positive,@SouthwestAir had an amazing experience with your staff at DIA last night. I was blown away by their hospitality with my wife on crutches
positive,@USAirways thanks
positive,@SouthwestAir Thank you. Great tool
positive,@SouthwestAir oh I see what you did there! Thanks for supporting #PadresST.
positive,@JetBlue is amazing. Had a short delay. They gave me $150 credit! It was literally pretty much my fault I missed the flight.
positive,"@AmericanAir attended to and corrected my complaints via Twitter. Whoa. This is the brave, new world we live in. Thank you, American Air :)"
positive,@united thx for update
positive,@SouthwestAir Thank you! I can't wait either :)
positive,@JetBlue @BrandsSayingBae well here we go
positive,"@united you all do a wonderful job today. Got my wife, daughter, and myself from PGH to Orlando after out flight was delayed luggage and all"
positive,@SouthwestAir Awesome!!! Sending now.
positive,@SouthwestAir All's well. I got comped with multiple other bags which just made my day! http://t.co/1AAVvoREpH
positive,"@VirginAmerica, you're doing a great job adding little luxuries/aesthetics that improve the air travel experience. Thank you. Keep it up!"
positive,"@AmericanAir thanks, I'll look forward to the response."
positive,@JetBlue thanks for your help! #jetbluesofly
positive,@SouthwestAir Thanks for taking care of me Today!  Michele rocked the customer service! Gate 25 HOU
positive,@JetBlue great flight and crew! Flight 51 from BOS to MCO
positive,"@united on 2/20 Denver AP, gate B91 (destination Santa Fe), agent Ashley did an amazing job in the face of an angry traveler. Kudos."
positive,@JetBlue I was so excited when I saw that you fly there! #ionlyflyblue
positive,@SouthwestAir Hi! I ❤️ your company and fly all the time. I was wondering if you could please share this link &amp; read! http://t.co/lO6LghPcdU
positive,@JetBlue Of course U know I would like 2 lay you down in a #BedofRoses as long as they're #mint colored! https://t.co/3QYEzHjGsb #brandmance
positive,@JetBlue haha thanks Jetblue👌☺️
positive,"@JetBlue Great flight, as always! Thank you to the great crew on flight 475! #travel #jetblue"
positive,@SouthwestAir please do. Hate having to fly a different airline. You're my fav.
positive,@AmericanAir No apology necessary. It was wind and I was on Delta. XOXO
positive,@SouthwestAir Thanks for helping my mom after @allegiantair wouldn't let her get on her plane in Orlando! You're the best! #customerservice
positive,"@AmericanAir thanks, me too"
positive,@united Just sent! Thanks :)
positive,"Thank you. “@AmericanAir: @jlhalldc Customer Relations will review your concerns and contact you back directly, John.”"
positive,@VirginAmerica Your planes are really pretty. Just thought u should know that. :)
positive,Don't show these to Larry Fedora. RT @JetBlue: Our fleet's on fleek. http://t.co/qqlzk2jkzR
positive,@SouthwestAir you are lucky to have people like Annamarie and Norris at BWI. I hope they get recognized for excellent cust. service
positive,@JetBlue beautiful ride. Thanks again:)
positive,@united Thanks for the reminder. It's been a fun ride. http://t.co/pPVA4Rch9f
positive,@USAirways lol me too
positive,@united thank you! Much appreciation for your help.
positive,@SouthwestAir thanks for your excellent response time and assistance! All set :)
positive,@AmericanAir You have a lot on your pLate Flight dealing with Cancelled Flightlations and weather tonite. Those are more important. I know you will respond.
positive,@united What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/7br5t5QCXk (via @ParachuteGuy)
positive,"@JetBlue The 13th Annual Martha's Vineyard African American Film Festival  August 10-15, 2015   Our attendees deserve a great flight to MV??"
positive,"@united we got it, thanks."
positive,@SouthwestAir Thank you Thank you Thank you!!! My last attempt to win #DestinationDragons tickets was a success! I could not be happier!! :)
positive,@AmericanAir 1) I was on 1610 today to YYZ. I had a bit of a bag issue that was cleared up beautifully. Thank you to all of the check in
positive,"@USAirways TYVM USAir, Happy Night@ &lt;3"
positive,@JetBlue Gotcha... thanks for the update. I'm ready to go whenever you are :) Enjoy your evening.
positive,@united alright thank you. Much appreciated.
positive,"@SouthwestAir Ahah😃💕🎵 That is why
I love SW✈❗(^^)❤"
positive,@AmericanAir Joanne from your San Diego staff was phenomenal! Give that girl a raise. She handled our #flightnightmare better than anyone.
positive,@USAirways @AmericanAir I am so going to miss US Airways.  You always provided great service and NEVER LET ME DOWN.
positive,@USAirways   Just talked to reservation. Must congratulation to them. Very friendly.  Good for usair. The ONLY airline we fly.
positive,@JetBlue he just went above and beyond to be helpful
positive,@JetBlue that is great. But once it gets to Buffalo will it be able to leave and get to JFK? Or there's issues still at Buffalo airport?
positive,@AmericanAir got back eventually! Was a rollercoaster. Once I got to the airport &amp; got to speak to someone things got fixed very quick.
positive,"@AmericanAir that's ok, thanks for letting me know. Appreciate all the responses."
positive,@united I just want shout out a thank the pilots and staff on the Feb 13 flight from Newark to Boston at 4:40pm.  They were super helpful!
positive,@united thank you. I flew into Newark from Vail/Eagle.
positive,"@JetBlue what are the chances of actually flying out of Charleston today?? Cold, rainy weather in the south of all places..."
positive,@united ooh thanks!
positive,@USAirways thanks for slowing the inbound plane down so that we didn't need to worry about 4438 EYW being Late Flight. Great holz ahead. Cheers! 😀
positive,@JetBlue thanks. We are ticketed on stand by for flight 1970. I hope we make it out. Fingers crossed
positive,@VirginAmerica gave a credit for my Late Flight flight yesterday. Great service !!!! That's a Wow moment! Unexpected gesture!
positive,"@eatgregeat WOW~Thx for thinking of us, Greg! Heard #SOBEWFF was amazing! We've heard the same about @JetBlue (ps thx for the info) #TeamNKH"
positive,@SouthwestAir thank you!!!
positive,"@SouthwestAir was in a line a mile long at sky harbor this morning. Your staff was courteous and expeditious.  Thank you. 
#onechildfourbags"
positive,@JetBlue #1680 Super smooth flight and landing. Nicely done.
positive,@JetBlue thanks for a speedy flight time recovery.
positive,@SouthwestAir @love_dragonss oh my gosh
positive,@SouthwestAir THANK YOU SO MUCH!! http://t.co/tGSB1DfPS3
positive,@AmericanAir but your flight crews &amp; ground crews have handled situation well. Texting notification let me catch a few winks during delay.
positive,"@AmericanAir just curious. Thanks for the response as always, good or bad. Better than your competition."
positive,"@AmericanAir Thank you for the response, we got it resolved at the counter."
positive,@SouthwestAir great cabin and flight crew this morning on #578. A great smile and happy staff are signs of a happy company. Thanks.
positive,@united thanks
positive,"@SouthwestAir loving the new planes and the lighting, only wish windows were larger. http://t.co/h44uJ63CJG"
positive,@USAirways ok. Thank you
positive,@USAirways Wow unbelievable how you treat your customers at Puerto Rico airport! 👍
positive,"@AmericanAir - Whoooo Hooooo just crossed 25,367!!! At my current pace I should reach 152,202 for the year."
positive,@AmericanAir awesome. Thanks!
positive,@SouthwestAir about time! Thank you!
positive,@JetBlue thanks! Calling right now!
positive,@JetBlue just mine sadly.. But yea the fly fi is awesome
positive,@SouthwestAir  Your Terry is our hero.  Got my husband back thru security to retrieve his cellphone in Austin. Terry (#85832) You Rock!
positive,@SouthwestAir Thank you for the prompt response. I will email Late Flightr today.
positive,@AmericanAir Hey Becky Piela at the Orange County airport has been really kind and helpful with rescheduling our flight!
positive,Eliza &amp; I cheated on u @AmericanAir with @AirTahitiNui &amp; it was a lovely flight. But we'll be back! Lots!
positive,@united Fantastic job by your people today on ua22 from Dublin. A jam packed plane but the crew was wonderful!!
positive,@AmericanAir it was 1265 coming and next catching 2396 home to DCA. Let's get another great leg too tonight!
positive,@united Life goal: complete ✔️
positive,"@united Thank you for the speedy response! I figured it may be something of that nature. You guys and your ""fine print,"" haha"
positive,@AmericanAir no space in my seat but thanks to your pilots I'm back 25mn early to Ohare!! Didn't think that was possible!! #sna2ord #1644
positive,@AmericanAir Kudos to the crew of Flt 167 today. Specially to Carlton. Loved your new 767-300. Keep up the good work AA!
positive,@SouthwestAir Thanks a ton!
positive,@united I flew United last month and the experience was AWESOME!
positive,@JetBlue Yes That's true but they are a bit pricey I will look into it further. Love you guys.
positive,@AmericanAir thanks keep me updated just hope I make either of my connections to Killeen Tx
positive,@JetBlue Exciting times ahead! 😁🎉
positive,@SouthwestAir got mine!  Just in time for the wife and my 15th anniversary!
positive,@united These are great fares!!!!!
positive,@SouthwestAir On my flight today from RSW to GRR I was able to snag a free SW Agent to check for me. It looks like we are (finally) all set.
positive,@VirginAmerica @ladygaga @carrieunderwood Julie Andrews all the way though @ladygaga was very impressive! NO to @Carrieunderwood
positive,@JetBlue its a wonderful thing!
positive,@southwestair SWEET!!! Glad to hear it. I'll keep you guys in mind next time!
positive,@USAirways Thank You for your empathy there is more to this story than just the luggage but thank you for reaching out
positive,"@united thanks, we did."
positive,@SouthwestAir I would love to go to the Atlanta show ♥️
positive,@AmericanAir gate agent Jan L at Phoenix was at least able to get my younger daughter seated near my wife. Thank you!
positive,@JetBlue thank you will do!! You guy are awesome!
positive,@JetBlue thanks for the info... Figured that was the case. Hopefully my new hashtag will change that ;) #ABCLetJetBlueStreamFeed
positive,@AmericanAir Thx! I hope so. IAH to DFW to OKC has turned out to be a LONG trip today and I have to work tomorrow.
positive,@united sorry to hear outsourcing plan. Boise is best staff/cust service in the country. #boise
positive,@JetBlue Love you guys😍😍😍 http://t.co/3X9NRUOvtS
positive,@SouthwestAir you know what'd be beyond awesome? A pair of tickets to the @Imaginedragons show in ATL. A girl can dream #DestinationDragons
positive,@USAirways thanks!
positive,@SouthwestAir I'll stick with flying for free any where that Southwest goes; my son works for this wonderful company and Moms fly free.
positive,"@SouthwestAir @FortuneMagazine 
great news."
positive,@AmericanAir Thank you.....you do the same!!
positive,"@JetBlue Also, thanks for your prompt replies. I'm really impressed--and you're not just brushing me off. Much appreciated!"
positive,@USAirways experience exceptional service from Cherry at #DenverAirport.  #GreatService. #professionalism
positive,"@SouthwestAir luckily, the people working the BSO at Chicago Midway have been very attentive and found our bags in Punta Cana."
positive,@united stellar customer service. You have earned my business by your attention to detail.
positive,@USAirways #tbt every day.
positive,@USAirways I just think it's weird to have mileage as 666
positive,@united sent you my confirmation via DM. Thank you very much
positive,@VirginAmerica good to be home #texas #moodlighting http://t.co/N3BVZTY3zI
positive,@SouthwestAir has a beautiful fleet. What a perfect evening to fly! http://t.co/XMZ3Tf9Ix8
positive,@usairways 4 flights in 48hrs &amp; I've had the same flight attendant for 3 of those flights. Freaky coincidence! Plus side she's great. :)
positive,"@JetBlue good to know, thanks so much!"
positive,@SouthwestAir No worries at all!!! I would rather be safe on the ground than take any chances. Yes! Tomorrow AM if BNA reopens ☺️
positive,"@SouthwestAir  THANK YOU for your awesome flights. Sweetheart got screwed on @FlyFrontier, managed to scramble and get a SW plane today. !!!"
positive,@JetBlue I will try that. Thanks! If all else fails I will just do the old fashioned method tomorrow morning.
positive,"@SouthwestAir Hey yea I got thru...everything is good now (well, in 7-10 days when the voucher goes through)  Appreciate it!"
positive,So appreciated! @united
positive,"@SouthwestAir in flight wifi + @TMobile wifi calling makes for the best combination. Who doesn't love texting 40,000 feet in the air :D"
positive,@JetBlue it was booked through work but added upgrade on seat. Need the upgrade receipt.
positive,@SouthwestAir Thanks. 436. Only a minor delay so not a big deal. :)Appreciate the concern though. Boarding now. You do have amazing service!
positive,"@united got it right with the safety demonstration! Corporate but funny, reserved but NOT CORNY  as a… http://t.co/lwOtKIEKGU"
positive,@SouthwestAir thanks for responding.
positive,@SouthwestAir - We left iPad in a seat pocket.  Filed lost item report. Received it exactly 1 week Late Flightr.  Is that a record?  #unbelievable
positive,@united Looking forward to flying with you guys as well !!
positive,@AmericanAir thanks. Delivery status??
positive,@VirginAmerica completely awesome experience last month BOS-LAS nonstop. Thanks for such an awesome flight and depart time. #VAbeatsJblue
positive,@JetBlue I wish you all the best of luck :-) I'm enjoying the luxurious free!! amount of leg space rn. Thanks
positive,@united you suck. @SouthwestAir you're the best.
positive,"@SouthwestAir THANK YOU. I left my iPad on a plane, filled out a lost and found form. Yall found it and shipped it back. Thank you #flySW"
positive,@SouthwestAir Thx to customer service rep ALEX for his patient help in reFlight Booking Problems a Cancelled Flighted flight and getting us where we have to be tmrw!
positive,@JetBlue got it. thanks the quick reply.
positive,@USAirways she also appreciated having her very own hashtag! :) #lucycat
positive,@SouthwestAir YOU ARE THE EASIEST AIRLINE TO DEAL WITH.. I LOVEEEE YOU SO MUCH
positive,@VirginAmerica I love this graphic. http://t.co/UT5GrRwAaA
positive,@JetBlue thanks for answering my questions!
positive,"@JetBlue awesome, thanks!"
positive,@usairways #crew keeping safety top of mind in CLT. http://t.co/a0YoSJHZMc
positive,@JetBlue No worries. Time flew in the terminal and now we're taking off. Thanks again!
positive,"@AmericanAir Well, you guys are totally kicking a million pounds of ass. Bar none, the best SM team in the airline industry in my opinion."
positive,@USAirways thanks for getting us on ur plane. Awesome flight attendant who is making us smile after difficult travel. #customerservice
positive,@SouthwestAir @DreSparkles Thank you! I finally made it to my destination
positive,@JetBlue @L_Burley11 -- the best!!!
positive,"@AmericanAir we are off to Kax premium.  Hoping this flight is better food, TV now I know how to work it and service. Tnx"
positive,@united thnx
positive,@SouthwestAir Looking forward to flying once again with #SWA on Friday! The #LUV airline. #DTW #MDW #TUS
positive,"@AmericanAir My pleasure, next AA flight - this Wednesday to Milan, Italy for @MIDOExhibition -- See you then! :)"
positive,.@VirginAmerica They were very understanding and helped me out.  Thx! #Comps
positive,@VirginAmerica Thanks for a great flight from LA to Boston! Pilots did a great job landing in the snow. Can we go back to LA now? #seriously
positive,@SouthwestAir Southwest Airline is THE way to go!
positive,@VirginAmerica I don’t use Passbook =/ I still love you though &lt;3 :) I’ll just use my email in the future.
positive,@JetBlue thank you #loyalmosaicmember
positive,@SouthwestAir yes please
positive,@AmericanAir awesome! Thx
positive,"@VirginAmerica I adore you, and am so looking forward to my flight to Austin in two weeks."
positive,"@united Okay, thank you for your help :)"
positive,"@SouthwestAir Thanks for helping out! Class act, all the way... see you in the air!"
positive,"@VirginAmerica yes, nearly every time I fly VX this “ear worm” won’t go away :)"
positive,@United thanks to Lea in the Chicago office for her help in switching our Cancelled Flighted flights!!
positive,"@AmericanAir ok, thanks you! Have a great night AA team!"
positive,@southwestair #netneutrality Nice to see you prioritize Internet traffic to your own streaming service over other web sites!
positive,@USAirways looks like our bag has been rescued. Thanks!
positive,@SouthwestAir This is unbelievable... Thank you so much! #DestinationDragons
positive,"@VirginAmerica classiq, luv Virgin America. Greetingz"
positive,@USAirways - done :)
positive,@AmericanAir  Mad love http://t.co/4ojrSDWPkK NYC-
positive,@SouthwestAir we're here at MCO. Thanks.
positive,"@AmericanAir 

Fantastic support by the Twitter team. I appreciate it. Thanks again."
positive,@united Thank y'all for being an amazing airline who knows how to treat their customers. you guys rock!
positive,Kudos well deserved! Just wish the rest of my @JetBlue experience today measured up to their example!
positive,@SouthwestAir props to your LAS employees working C11 gate. Because of them I am not opposed to flying through or to LAS in the future! 👏👏👏
positive,Thanks @SouthwestAir ! #heartlanta
positive,@united all good! Next flight was a little delayed so it all worked 👍
positive,@VirginAmerica had me at their safety video . . . http://t.co/CqMm7nuE9m  LOVED my first cross country flight. #livewelltraveled #sytycd
positive,@SouthwestAir I just received your birthday card.  It was amazing and made me smile with joy.  Nice videos.  Thanks.
positive,@united Brandi Zabsonre in Denver deserves a raise for bringing delight into a terrible travel situation. big ups http://t.co/TK3aOpdtSQ
positive,@SouthwestAir @AARP #tfw1 Appreciate the tweet back - It was unexpected.
positive,@SouthwestAir was fantastic! That's the best flight service I've ever had.
positive,@USAirways thanks to Betty working gate at ILM and lovely gate agents here in CLT helping me get home 2 Phx tonight instead of tomorrow
positive,@SouthwestAir Well plane arrived pretty much on time and it's 68 degrees on the ground in Texas. Not much to complain about.
positive,@SouthwestAir @love_dragonss LAUREN OMG BEST AIRLINE EVER
positive,@united love being told you would issue a refund when you couldn't get us out of the way of a hurricane to have it denied
positive,@SouthwestAir pleasantly surprised to be boarding my flight on time this morning at @Fly_Nashville. Good job!
positive,@united thank you for compensating us for our 4 lost bags. We will fly with you again! #UnitedAirlines
positive,@united thank you!
positive,@JetBlue They just came out. Thanks for the follow-up. That's why you're the best!
positive,@JetBlue thank you. We are finally at the gate.
positive,"@united thank you! Good service, safe flight... 1/2 way home!"
positive,@SouthwestAir ok thank you  i hope  so too
positive,“@VirginAmerica: @KarinSLee Of course. Have fun celebrating!” Thanks! Happy Chinese New Year!
positive,"@SouthwestAir three cheers to your Denver staff. Don't know if we 
will get out but they're keeping us smiling. http://t.co/RX8z53M7yy"
positive,"@SouthwestAir strives to be 'Customer Centric' in everything they do - communications, advertising, customer journey, etc. #ANAmarketers"
positive,@AmericanAir Got my bags this morning! Thanks!
positive,@VirginAmerica thanks so much for sharing. Just added it to my site http://t.co/TsviBTvT8h
positive,@AmericanAir @dfwairport you 2 together are the best part of flying!
positive,@united Thank you!
positive,@JetBlue That's great! Thank you.
positive,@SouthwestAir I would appreciate that.  Thank you.
positive,@JetBlue great will do once I land in JFK
positive,@united You delayed a connection for customer service today now I'll be able to pay my final respects to a dear family member. Thank you :)
positive,@SouthwestAir first time flying with you. You've definitely won me over!
positive,"@SouthwestAir haha, thanks for the explanation"
positive,@AmericanAir many trips coming up!  I will see you soon 😃
positive,@AmericanAir ok thank you!
positive,@united I'll make sure he's done that. Thanks for the help. This is a huge race for him and just trying to make sure it goes smoothly. Peace
positive,@JetBlue totally would have.... but the outside view was even more camera ready haha #EvenMoreSpace #EvenMoreView http://t.co/dXuX6DBfd3
positive,@SouthwestAir flt 3867 crew  #OrangeCounty to #Denver is The #BEST! Weather delay but pilots just invited the kids to see the cockpit! #luv
positive,@SouthwestAir give this guy a raise....great start to flight from AZ to MKE..
positive,@JetBlue here you go... Your napkins pretty much say it all! http://t.co/OxY1Jnpjm3
positive,@AmericanAir @contactcej thanks!
positive,"@JetBlue big shoutout to the crews on 2017 Bos&gt;jfk &amp; 486 jfk&gt;roc, &amp; gate crews at c19 Bos &amp; 6 jfk. Long day of delays made better by them!"
positive,@AmericanAir Thank you for the quick customer service today. #RefundProcedureNotTooPainful I know that Winter Weather is not your fault.
positive,@united You're welcome.
positive,"@united #1007 Houston-Bogota boarding again, safety first, it seems the mechanics fixed the problem faster, good energy to fly home/family"
positive,@AmericanAir wow that's helpful.
positive,@AmericanAir thank you for responding rather quickly btw
positive,@AmericanAir awesome. Thanks!
positive,@SouthwestAir and thanks!
positive,@SouthwestAir @MichaelBColeman - thanks for making new direct flight to San Francisco.
positive,@USAirways thanks. 😒
positive,@AmericanAir thanks... I finally got through this afternoon.  :)
positive,@united enjoyed #heathrow lounge so much i almost missed my @airnzusa flight!
positive,@SouthwestAir ..just booked trip to Cancun...❤️ no baggage fees..but need to have more flight time options
positive,@united man I can't wait to book my ticket now! Thanks JP you're a life sabe
positive,@USAirways we were moved to a delta direct. Thank you for the accommodations!
positive,@AmericanAir thanks for the great customer service. Family made it back to SAT safely. The weather at DFW made things a little worrisome.
positive,"@united Hi there, looks like my connection is delayed too so I'll make it. Thanks!"
positive,@united have reported it.  Still in Istanbul at the moment apparently.  On the other plane haha.  Hats off to the pilot!
positive,@JetBlue thank you
positive,"@SouthwestAir appreciate the reply, hopefully those LAX agents get the memo. Cheers!"
positive,@JetBlue sounds good!!!💙💙💙💙
positive,@JetBlue love traveling with Jetblue. Cant wait to go to Paris oui oui!!! NYC was awesomeee!
positive,@USAirways Mellani B. and whole team in Columbia SC are absolute superstars. Incredibly helpful.
positive,@united @suntoshi I still like you united airlines
